date,density,rank_type
2020-04-06,0.41904761904761906,highest
2020-03-31,0.34285714285714286,highest
2020-03-30,0.3333333333333333,highest
2020-04-05,0.3333333333333333,highest
2020-04-07,0.3333333333333333,highest
2020-04-01,0.2857142857142857,highest
2020-04-02,0.2761904761904762,highest
2020-04-04,0.2761904761904762,highest
2020-05-20,0.2571428571428571,highest
2020-04-03,0.24761904761904763,highest
2020-04-08,0.24761904761904763,highest
2020-05-23,0.23809523809523808,highest
2020-04-09,0.22857142857142856,highest
2020-05-21,0.21904761904761905,highest
2020-05-22,0.21904761904761905,highest
2020-04-10,0.20952380952380953,highest
2020-04-24,0.20952380952380953,highest
2020-04-23,0.18095238095238095,highest
2020-04-11,0.1619047619047619,highest
2020-05-19,0.1619047619047619,highest
2020-05-24,0.1619047619047619,highest
2020-05-25,0.1619047619047619,highest
2020-08-13,0.1619047619047619,highest
2020-04-12,0.1523809523809524,highest
2020-04-25,0.1523809523809524,highest
2020-05-27,0.1523809523809524,highest
2020-05-03,0.14285714285714285,highest
2020-05-04,0.14285714285714285,highest
2020-05-26,0.14285714285714285,highest
2020-05-28,0.14285714285714285,highest
2020-06-14,0.14285714285714285,highest
2020-04-21,0.13333333333333333,highest
2020-04-22,0.13333333333333333,highest
2020-04-26,0.13333333333333333,highest
2020-05-05,0.13333333333333333,highest
2020-05-06,0.13333333333333333,highest
2020-05-07,0.13333333333333333,highest
2020-05-18,0.13333333333333333,highest
2020-08-02,0.13333333333333333,highest
2020-08-05,0.13333333333333333,highest
2020-05-30,0.12380952380952381,highest
2020-06-15,0.12380952380952381,highest
2020-08-03,0.12380952380952381,highest
2020-08-07,0.12380952380952381,highest
2020-08-17,0.12380952380952381,highest
2020-04-27,0.11428571428571428,highest
2020-05-29,0.11428571428571428,highest
2020-07-31,0.11428571428571428,highest
2020-08-06,0.11428571428571428,highest
2020-08-14,0.11428571428571428,highest
2021-02-28,0.0,lowest
2020-12-15,0.009523809523809525,lowest
2020-12-17,0.009523809523809525,lowest
2020-12-18,0.009523809523809525,lowest
2020-12-19,0.009523809523809525,lowest
2021-01-28,0.009523809523809525,lowest
2021-02-05,0.009523809523809525,lowest
2021-02-27,0.009523809523809525,lowest
2020-05-15,0.01904761904761905,lowest
2020-06-02,0.01904761904761905,lowest
2020-06-21,0.01904761904761905,lowest
2020-07-03,0.01904761904761905,lowest
2020-07-04,0.01904761904761905,lowest
2020-07-26,0.01904761904761905,lowest
2020-07-28,0.01904761904761905,lowest
2020-09-15,0.01904761904761905,lowest
2020-10-02,0.01904761904761905,lowest
2020-11-07,0.01904761904761905,lowest
2020-12-16,0.01904761904761905,lowest
2020-12-20,0.01904761904761905,lowest
2020-12-22,0.01904761904761905,lowest
2021-01-12,0.01904761904761905,lowest
2021-02-13,0.01904761904761905,lowest
2021-02-25,0.01904761904761905,lowest
2021-03-01,0.01904761904761905,lowest
2021-03-09,0.01904761904761905,lowest
2020-05-12,0.02857142857142857,lowest
2020-05-13,0.02857142857142857,lowest
2020-06-03,0.02857142857142857,lowest
2020-06-05,0.02857142857142857,lowest
2020-06-30,0.02857142857142857,lowest
2020-07-02,0.02857142857142857,lowest
2020-07-05,0.02857142857142857,lowest
2020-07-06,0.02857142857142857,lowest
2020-07-09,0.02857142857142857,lowest
2020-07-27,0.02857142857142857,lowest
2020-09-30,0.02857142857142857,lowest
2020-10-01,0.02857142857142857,lowest
2020-10-03,0.02857142857142857,lowest
2020-10-06,0.02857142857142857,lowest
2020-10-15,0.02857142857142857,lowest
2020-11-06,0.02857142857142857,lowest
2020-11-08,0.02857142857142857,lowest
2020-11-09,0.02857142857142857,lowest
2020-11-21,0.02857142857142857,lowest
2020-12-01,0.02857142857142857,lowest
2020-12-02,0.02857142857142857,lowest
2020-12-12,0.02857142857142857,lowest
2020-12-14,0.02857142857142857,lowest
2020-12-21,0.02857142857142857,lowest
