date,clustering_coefficient
2020-05-16,0.0
2020-09-06,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-11-17,0.0
2020-11-25,0.0
2020-12-19,0.0
2020-12-27,0.0
2021-01-29,0.0
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-17,0.0
2021-02-18,0.0
2020-09-08,0.0021978021978021
2020-10-05,0.0021978021978021
2020-11-15,0.0021978021978021
2020-11-16,0.0021978021978021
2020-11-22,0.0021978021978021
2020-11-28,0.0021978021978021
2020-12-16,0.0021978021978021
2020-12-18,0.0021978021978021
2020-12-23,0.0021978021978021
2020-12-24,0.0021978021978021
2020-12-25,0.0021978021978021
2020-12-26,0.0021978021978021
2021-01-24,0.0021978021978021
2021-01-30,0.0021978021978021
2021-02-07,0.0021978021978021
2021-02-08,0.0021978021978021
2021-02-12,0.0021978021978021
2021-02-16,0.0021978021978021
2021-02-24,0.0021978021978021
2021-03-01,0.0021978021978021
2021-03-03,0.0021978021978021
2021-03-09,0.0021978021978021
2020-05-29,0.0043956043956043
2020-06-03,0.0043956043956043
2020-06-04,0.0043956043956043
2020-09-05,0.0043956043956043
2020-10-31,0.0043956043956043
2020-11-02,0.0043956043956043
2020-11-07,0.0043956043956043
2020-12-12,0.0043956043956043
