date,density,rank_type
2020-04-06,0.8666666666666667,highest
2020-04-25,0.8285714285714286,highest
2020-04-07,0.819047619047619,highest
2020-04-08,0.8095238095238095,highest
2020-04-26,0.8,highest
2020-04-05,0.7904761904761904,highest
2020-04-09,0.780952380952381,highest
2020-03-31,0.7619047619047619,highest
2020-04-27,0.7619047619047619,highest
2020-04-02,0.7523809523809524,highest
2020-04-20,0.7428571428571429,highest
2020-04-24,0.7428571428571429,highest
2020-04-04,0.7333333333333333,highest
2020-04-22,0.7333333333333333,highest
2020-04-28,0.7333333333333333,highest
2020-04-01,0.7238095238095238,highest
2020-04-03,0.7238095238095238,highest
2020-04-19,0.7238095238095238,highest
2020-04-21,0.7238095238095238,highest
2020-04-29,0.7238095238095238,highest
2020-04-23,0.6952380952380952,highest
2020-04-18,0.6857142857142857,highest
2020-06-28,0.6857142857142857,highest
2020-07-01,0.6857142857142857,highest
2020-08-18,0.6857142857142857,highest
2020-04-10,0.6761904761904762,highest
2020-03-30,0.6666666666666666,highest
2020-04-11,0.6666666666666666,highest
2020-04-30,0.6666666666666666,highest
2020-06-30,0.6666666666666666,highest
2020-08-19,0.6666666666666666,highest
2020-09-19,0.6666666666666666,highest
2020-06-29,0.6571428571428571,highest
2020-07-03,0.6571428571428571,highest
2020-09-18,0.6571428571428571,highest
2020-04-12,0.6476190476190476,highest
2020-08-20,0.6476190476190476,highest
2020-09-16,0.6476190476190476,highest
2020-09-20,0.6476190476190476,highest
2020-08-11,0.638095238095238,highest
2020-08-17,0.638095238095238,highest
2020-04-16,0.6285714285714286,highest
2020-04-17,0.6285714285714286,highest
2020-06-14,0.6285714285714286,highest
2020-09-26,0.6285714285714286,highest
2020-05-01,0.6190476190476191,highest
2020-07-02,0.6190476190476191,highest
2020-07-13,0.6190476190476191,highest
2020-08-16,0.6190476190476191,highest
2020-04-14,0.6095238095238096,highest
2020-12-18,0.3333333333333333,lowest
2020-12-28,0.3333333333333333,lowest
2021-03-06,0.3333333333333333,lowest
2020-11-14,0.3523809523809524,lowest
2020-11-25,0.3523809523809524,lowest
2020-12-26,0.3523809523809524,lowest
2020-12-27,0.3619047619047619,lowest
2020-05-29,0.37142857142857144,lowest
2020-12-19,0.37142857142857144,lowest
2021-02-24,0.38095238095238093,lowest
2020-06-06,0.3904761904761905,lowest
2020-08-02,0.3904761904761905,lowest
2020-11-08,0.3904761904761905,lowest
2020-11-15,0.3904761904761905,lowest
2020-12-29,0.3904761904761905,lowest
2021-02-16,0.3904761904761905,lowest
2021-03-07,0.3904761904761905,lowest
2020-06-05,0.4,lowest
2020-11-17,0.4,lowest
2020-11-26,0.4,lowest
2020-12-17,0.4,lowest
2021-01-26,0.4,lowest
2021-02-08,0.4,lowest
2021-02-25,0.4,lowest
2020-05-16,0.4095238095238095,lowest
2020-09-07,0.4095238095238095,lowest
2020-11-07,0.4095238095238095,lowest
2020-11-09,0.4095238095238095,lowest
2020-11-11,0.4095238095238095,lowest
2020-11-16,0.4095238095238095,lowest
2020-12-15,0.4095238095238095,lowest
2020-12-16,0.4095238095238095,lowest
2020-12-25,0.4095238095238095,lowest
2021-01-06,0.4095238095238095,lowest
2021-01-24,0.4095238095238095,lowest
2021-01-25,0.4095238095238095,lowest
2021-01-28,0.4095238095238095,lowest
2021-01-29,0.4095238095238095,lowest
2021-02-09,0.4095238095238095,lowest
2021-02-10,0.4095238095238095,lowest
2021-02-17,0.4095238095238095,lowest
2021-02-20,0.4095238095238095,lowest
2021-02-21,0.4095238095238095,lowest
2020-05-17,0.41904761904761906,lowest
2020-07-27,0.41904761904761906,lowest
2020-09-01,0.41904761904761906,lowest
2020-12-24,0.41904761904761906,lowest
2020-12-30,0.41904761904761906,lowest
2021-02-18,0.41904761904761906,lowest
2021-02-19,0.41904761904761906,lowest
