date,density,rank_type
2020-04-15,0.4095238095238095,highest
2020-04-14,0.4,highest
2020-04-16,0.4,highest
2020-04-17,0.3619047619047619,highest
2020-04-21,0.3238095238095238,highest
2020-04-18,0.3142857142857143,highest
2020-04-20,0.3047619047619048,highest
2020-04-22,0.2761904761904762,highest
2020-04-19,0.26666666666666666,highest
2020-05-13,0.2571428571428571,highest
2020-04-23,0.23809523809523808,highest
2020-05-11,0.22857142857142856,highest
2020-05-12,0.22857142857142856,highest
2020-05-15,0.20952380952380953,highest
2020-04-25,0.2,highest
2020-05-10,0.2,highest
2020-05-16,0.2,highest
2020-09-17,0.2,highest
2020-05-05,0.19047619047619047,highest
2020-05-14,0.19047619047619047,highest
2020-09-16,0.19047619047619047,highest
2020-09-20,0.19047619047619047,highest
2020-04-24,0.18095238095238095,highest
2020-04-26,0.18095238095238095,highest
2020-04-29,0.18095238095238095,highest
2020-05-02,0.18095238095238095,highest
2020-09-15,0.18095238095238095,highest
2020-09-18,0.18095238095238095,highest
2020-09-19,0.18095238095238095,highest
2020-04-27,0.17142857142857143,highest
2020-05-01,0.17142857142857143,highest
2020-05-03,0.17142857142857143,highest
2020-05-04,0.17142857142857143,highest
2020-05-06,0.17142857142857143,highest
2020-05-07,0.17142857142857143,highest
2020-05-08,0.17142857142857143,highest
2020-04-28,0.1619047619047619,highest
2020-05-09,0.1619047619047619,highest
2020-09-04,0.1619047619047619,highest
2020-04-30,0.1523809523809524,highest
2020-08-17,0.1523809523809524,highest
2020-09-02,0.1523809523809524,highest
2020-09-03,0.1523809523809524,highest
2020-09-05,0.1523809523809524,highest
2020-09-13,0.1523809523809524,highest
2020-09-14,0.1523809523809524,highest
2020-07-15,0.14285714285714285,highest
2020-08-15,0.14285714285714285,highest
2020-08-18,0.14285714285714285,highest
2020-09-06,0.14285714285714285,highest
2020-12-13,0.0,lowest
2020-12-15,0.0,lowest
2020-12-16,0.0,lowest
2020-12-17,0.0,lowest
2020-12-18,0.0,lowest
2020-12-19,0.0,lowest
2020-12-20,0.0,lowest
2020-12-21,0.0,lowest
2020-12-22,0.0,lowest
2021-01-29,0.0,lowest
2021-01-30,0.0,lowest
2021-01-31,0.0,lowest
2021-02-01,0.0,lowest
2021-02-02,0.0,lowest
2021-02-03,0.0,lowest
2021-02-04,0.0,lowest
2021-02-05,0.0,lowest
2021-02-06,0.0,lowest
2021-02-07,0.0,lowest
2021-02-08,0.0,lowest
2021-02-09,0.0,lowest
2021-02-11,0.0,lowest
2021-02-12,0.0,lowest
2021-02-13,0.0,lowest
2021-02-14,0.0,lowest
2021-02-23,0.0,lowest
2021-02-25,0.0,lowest
2021-02-27,0.0,lowest
2020-11-28,0.009523809523809525,lowest
2020-12-12,0.009523809523809525,lowest
2020-12-14,0.009523809523809525,lowest
2020-12-23,0.009523809523809525,lowest
2020-12-24,0.009523809523809525,lowest
2020-12-25,0.009523809523809525,lowest
2020-12-28,0.009523809523809525,lowest
2021-01-27,0.009523809523809525,lowest
2021-02-10,0.009523809523809525,lowest
2021-02-15,0.009523809523809525,lowest
2021-02-16,0.009523809523809525,lowest
2021-02-21,0.009523809523809525,lowest
2021-02-24,0.009523809523809525,lowest
2021-02-26,0.009523809523809525,lowest
2020-10-28,0.01904761904761905,lowest
2020-11-07,0.01904761904761905,lowest
2020-11-08,0.01904761904761905,lowest
2020-11-17,0.01904761904761905,lowest
2020-11-18,0.01904761904761905,lowest
2020-11-22,0.01904761904761905,lowest
2020-11-24,0.01904761904761905,lowest
2020-11-26,0.01904761904761905,lowest
