date,clustering_coefficient
2020-04-14,0.0879120879120879
2020-04-15,0.0659340659340659
2020-04-16,0.0417582417582417
2020-04-17,0.0373626373626373
2020-04-18,0.0373626373626373
2020-04-19,0.0373626373626373
2020-04-20,0.0373626373626373
2020-04-21,0.0307692307692307
2020-04-22,0.0219780219780219
2020-09-17,0.0219780219780219
2020-09-18,0.0219780219780219
2020-09-19,0.0219780219780219
2020-05-11,0.0175824175824175
2020-04-25,0.0153846153846153
2020-04-26,0.0153846153846153
2020-04-27,0.0153846153846153
2020-04-28,0.0153846153846153
2020-04-29,0.0153846153846153
2020-04-30,0.0153846153846153
2020-05-01,0.0153846153846153
2020-05-02,0.0153846153846153
2020-05-03,0.0153846153846153
2020-09-16,0.0153846153846153
2020-04-24,0.0109890109890109
2020-05-04,0.0109890109890109
2020-05-05,0.0109890109890109
2020-05-06,0.0109890109890109
2020-05-07,0.0109890109890109
2020-05-08,0.0109890109890109
2020-05-09,0.0109890109890109
2020-05-12,0.0109890109890109
2020-05-13,0.0109890109890109
2020-05-14,0.0109890109890109
2020-05-15,0.0109890109890109
2020-09-02,0.0109890109890109
2020-09-15,0.0109890109890109
2020-04-23,0.0087912087912087
2020-05-16,0.0087912087912087
2020-09-03,0.0087912087912087
2020-09-04,0.0087912087912087
2020-09-07,0.0087912087912087
2020-09-08,0.0087912087912087
2020-09-09,0.0087912087912087
2020-09-10,0.0087912087912087
2020-09-11,0.0087912087912087
2020-05-10,0.0065934065934065
2020-09-05,0.0065934065934065
2020-09-13,0.0065934065934065
2020-09-20,0.0065934065934065
2020-05-17,0.0043956043956043
