date,clustering_coefficient
2020-04-06,0.3494505494505494
2020-04-07,0.2593406593406593
2020-04-05,0.2527472527472527
2020-04-30,0.1868131868131868
2020-04-26,0.1846153846153846
2020-04-08,0.1736263736263736
2020-04-27,0.1736263736263736
2020-04-28,0.167032967032967
2020-03-31,0.1604395604395604
2020-04-25,0.1604395604395604
2020-03-30,0.1516483516483516
2020-04-19,0.134065934065934
2020-04-04,0.1296703296703296
2020-04-17,0.1296703296703296
2020-04-29,0.1274725274725274
2020-05-01,0.1274725274725274
2020-09-19,0.1252747252747252
2020-09-20,0.1252747252747252
2020-04-01,0.1186813186813186
2020-09-21,0.1186813186813186
2020-04-09,0.1164835164835164
2020-04-18,0.1164835164835164
2020-04-20,0.1142857142857142
2020-04-22,0.1142857142857142
2020-04-03,0.112087912087912
2020-04-21,0.112087912087912
2020-09-18,0.1098901098901098
2020-04-14,0.1076923076923077
2020-04-24,0.1032967032967032
2020-09-24,0.1032967032967032
2020-04-02,0.1010989010989011
2020-04-10,0.1010989010989011
2020-04-15,0.1010989010989011
2020-04-16,0.0967032967032967
2020-09-22,0.0967032967032967
2020-09-25,0.0967032967032967
2020-09-23,0.0923076923076923
2020-04-23,0.0901098901098901
2020-04-12,0.0835164835164835
2020-08-15,0.0835164835164835
2020-09-16,0.0791208791208791
2020-08-14,0.0769230769230769
2020-08-16,0.0769230769230769
2020-04-13,0.0747252747252747
2020-09-14,0.0747252747252747
2020-07-01,0.0703296703296703
2020-09-17,0.0703296703296703
2020-08-17,0.0681318681318681
2020-05-02,0.0637362637362637
2020-04-11,0.0615384615384615
