date,clustering_coefficient
2020-04-14,0.4351648351648352
2020-04-15,0.421978021978022
2020-04-16,0.3692307692307692
2020-04-17,0.2879120879120879
2020-05-21,0.2373626373626373
2020-05-22,0.2373626373626373
2020-04-18,0.2197802197802197
2020-05-23,0.2153846153846154
2020-05-20,0.2087912087912088
2020-05-24,0.1846153846153846
2020-06-05,0.1604395604395604
2020-05-25,0.1582417582417582
2020-05-29,0.1516483516483516
2020-05-26,0.1494505494505494
2020-04-24,0.1472527472527472
2020-05-30,0.145054945054945
2020-06-02,0.145054945054945
2020-05-19,0.1406593406593406
2020-05-31,0.1406593406593406
2020-04-20,0.1362637362637362
2020-04-27,0.1362637362637362
2020-06-04,0.1362637362637362
2020-04-25,0.134065934065934
2020-06-01,0.134065934065934
2020-04-26,0.1318681318681318
2020-04-19,0.1296703296703296
2020-06-03,0.1252747252747252
2020-05-27,0.1186813186813186
2020-05-18,0.1164835164835164
2020-05-28,0.1164835164835164
2020-04-22,0.1142857142857142
2020-05-17,0.1098901098901098
2020-04-28,0.1076923076923077
2020-06-06,0.1054945054945055
2020-08-17,0.1032967032967032
2020-04-21,0.1010989010989011
2020-08-16,0.0989010989010989
2020-04-23,0.0945054945054945
2020-08-14,0.0857142857142857
2020-08-15,0.0835164835164835
2020-08-18,0.0835164835164835
2020-04-29,0.0813186813186813
2020-08-13,0.0813186813186813
2020-04-30,0.0769230769230769
2020-05-16,0.0747252747252747
2020-08-19,0.0747252747252747
2020-08-20,0.0681318681318681
2020-06-07,0.0659340659340659
2020-09-20,0.0637362637362637
2020-05-01,0.0593406593406593
