date,density,rank_type
2020-04-14,0.5428571428571428,highest
2020-04-15,0.5333333333333333,highest
2020-04-16,0.4095238095238095,highest
2020-04-17,0.3142857142857143,highest
2020-05-21,0.2761904761904762,highest
2020-05-22,0.2761904761904762,highest
2020-05-20,0.26666666666666666,highest
2020-05-23,0.2571428571428571,highest
2020-05-25,0.24761904761904763,highest
2020-05-24,0.23809523809523808,highest
2020-04-18,0.22857142857142856,highest
2020-04-24,0.22857142857142856,highest
2020-04-26,0.22857142857142856,highest
2020-05-29,0.22857142857142856,highest
2020-04-25,0.21904761904761905,highest
2020-04-27,0.21904761904761905,highest
2020-05-26,0.21904761904761905,highest
2020-05-18,0.20952380952380953,highest
2020-05-19,0.20952380952380953,highest
2020-05-30,0.20952380952380953,highest
2020-06-02,0.20952380952380953,highest
2020-04-19,0.2,highest
2020-05-28,0.2,highest
2020-05-31,0.2,highest
2020-06-03,0.2,highest
2020-06-05,0.2,highest
2020-05-27,0.19047619047619047,highest
2020-06-01,0.19047619047619047,highest
2020-04-20,0.18095238095238095,highest
2020-04-21,0.18095238095238095,highest
2020-04-23,0.18095238095238095,highest
2020-04-28,0.18095238095238095,highest
2020-06-04,0.18095238095238095,highest
2020-08-19,0.18095238095238095,highest
2020-04-22,0.17142857142857143,highest
2020-06-06,0.17142857142857143,highest
2020-08-18,0.17142857142857143,highest
2020-05-17,0.1619047619047619,highest
2020-08-04,0.1619047619047619,highest
2020-08-16,0.1619047619047619,highest
2020-08-20,0.1619047619047619,highest
2020-04-29,0.1523809523809524,highest
2020-06-07,0.1523809523809524,highest
2020-08-12,0.1523809523809524,highest
2020-08-13,0.1523809523809524,highest
2020-08-15,0.1523809523809524,highest
2020-08-17,0.1523809523809524,highest
2020-05-10,0.14285714285714285,highest
2020-05-15,0.14285714285714285,highest
2020-08-03,0.14285714285714285,highest
2020-11-14,0.0,lowest
2020-11-17,0.0,lowest
2020-11-29,0.0,lowest
2021-02-20,0.0,lowest
2021-03-12,0.0,lowest
2021-03-14,0.0,lowest
2021-03-15,0.0,lowest
2020-07-11,0.009523809523809525,lowest
2020-07-23,0.009523809523809525,lowest
2020-10-28,0.009523809523809525,lowest
2020-10-29,0.009523809523809525,lowest
2020-11-09,0.009523809523809525,lowest
2020-11-11,0.009523809523809525,lowest
2020-11-13,0.009523809523809525,lowest
2020-11-15,0.009523809523809525,lowest
2020-11-16,0.009523809523809525,lowest
2020-11-18,0.009523809523809525,lowest
2020-11-20,0.009523809523809525,lowest
2020-11-21,0.009523809523809525,lowest
2020-11-22,0.009523809523809525,lowest
2020-11-26,0.009523809523809525,lowest
2020-11-27,0.009523809523809525,lowest
2020-11-28,0.009523809523809525,lowest
2021-02-11,0.009523809523809525,lowest
2021-02-12,0.009523809523809525,lowest
2021-02-13,0.009523809523809525,lowest
2021-02-15,0.009523809523809525,lowest
2021-02-16,0.009523809523809525,lowest
2021-02-17,0.009523809523809525,lowest
2021-02-18,0.009523809523809525,lowest
2021-02-19,0.009523809523809525,lowest
2021-02-21,0.009523809523809525,lowest
2021-02-22,0.009523809523809525,lowest
2021-02-27,0.009523809523809525,lowest
2021-02-28,0.009523809523809525,lowest
2021-03-01,0.009523809523809525,lowest
2021-03-02,0.009523809523809525,lowest
2021-03-03,0.009523809523809525,lowest
2021-03-07,0.009523809523809525,lowest
2021-03-08,0.009523809523809525,lowest
2021-03-13,0.009523809523809525,lowest
2021-03-16,0.009523809523809525,lowest
2020-07-10,0.01904761904761905,lowest
2020-07-14,0.01904761904761905,lowest
2020-07-15,0.01904761904761905,lowest
2020-07-17,0.01904761904761905,lowest
2020-07-19,0.01904761904761905,lowest
2020-07-21,0.01904761904761905,lowest
2020-07-22,0.01904761904761905,lowest
2020-07-24,0.01904761904761905,lowest
