date,clustering_coefficient
2020-05-13,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-07-07,0.0
2020-11-08,0.0
2020-12-18,0.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.0
2020-12-22,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-02-18,0.0
2020-05-14,0.0021978021978021
2020-05-15,0.0021978021978021
2020-07-06,0.0021978021978021
2020-11-06,0.0021978021978021
2020-11-18,0.0021978021978021
2020-11-28,0.0021978021978021
2020-11-29,0.0021978021978021
2020-12-12,0.0021978021978021
2020-12-15,0.0021978021978021
2020-12-23,0.0021978021978021
2020-12-25,0.0021978021978021
2021-01-07,0.0021978021978021
2021-01-24,0.0021978021978021
2021-01-30,0.0021978021978021
2021-02-01,0.0021978021978021
2021-02-14,0.0021978021978021
2021-02-16,0.0021978021978021
2021-02-17,0.0021978021978021
2021-02-19,0.0021978021978021
2021-02-22,0.0021978021978021
2021-02-25,0.0021978021978021
2021-03-04,0.0021978021978021
2021-03-05,0.0021978021978021
2020-07-02,0.0043956043956043
2020-07-10,0.0043956043956043
2020-07-26,0.0043956043956043
2020-09-15,0.0043956043956043
2020-09-16,0.0043956043956043
2020-10-02,0.0043956043956043
2020-10-15,0.0043956043956043
2020-10-16,0.0043956043956043
2020-10-18,0.0043956043956043
2020-10-24,0.0043956043956043
